"","Kingdom","Phylum","Class","Order","Family","Genus","Species","COMMENT.on.genus","primary_lifestyle","Secondary_lifestyle","Comment_on_lifestyle_template","Endophytic_interaction_capability_template","Plant_pathogenic_capacity_template","Decay_substrate_template","Decay_type_template","Aquatic_habitat_template","Animal_biotrophic_capacity_template","Specific_hosts","Growth_form_template","Fruitbody_type_template","Hymenium_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template","primary_photobiont","secondary_photobiont","Decay_type","Fruitbody_type","OTU_ID"
"OTU838","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","Hymenochaete rubiginosa","","wood_saprotroph","plant_pathogen","","","wood_pathogen","wood","white_rot","non-aquatic","","","filamentous_mycelium","polyporoid","smooth","","","","","white_rot","polyporoid","OTU838"
"OTU839","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","","","soil_saprotroph","root-associated","","root-associated","root-associated","roots,soil","chitinolytic","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","none","none","","","","","chitinolytic","none","OTU839"
"OTU840","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudocamarosporium","Pseudocamarosporium africanum","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU840"
"OTU844","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidiaster","Olpidiaster brassicae","","plant_pathogen","","","","root_pathogen","","","","","","zoosporic_only","zoosporangium","closed","","","","","","zoosporangium","OTU844"
"OTU845","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU845"
"OTU846","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus angulatus","","soil_saprotroph","","","","","soil","","partly_aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU846"
"OTU847","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus radians","","soil_saprotroph","","","","","soil","","partly_aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU847"
"OTU852","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU852"
"OTU853","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU853"
"OTU854","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Pezizella","","synonym of Calycina","root_endophyte","soil_saprotroph","lichen_parasite_one_species","root_endophyte","leaf/fruit/seed_pathogen","soil","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU854"
"OTU857","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU857"
"OTU858","Fungi","Ascomycota","Dothideomycetes","Myriangiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU858"
"OTU859","Fungi","Ascomycota","Lecanoromycetes","Baeomycetales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU859"
"OTU860","Fungi","Ascomycota","Leotiomycetes","Helotiales","","Chalara","","","litter_saprotroph","plant_pathogen","hypervariable","foliar_endophyte","wood_pathogen,leaf/fruit/seed_pathogen","wood,leaf/fruit/seed","soft_rot","non-aquatic","","","filamentous_mycelium","None","none","","","","","soft_rot","None","OTU860"
"OTU862","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU862"
"OTU864","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU864"
"OTU867","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU867"
"OTU873","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU873"
"OTU874","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU874"
"OTU875","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","","","animal_parasite","litter_saprotroph","","root_endophyte_dark_septate","root-associated","leaf/fruit/seed,animal_material","","partly_aquatic","animal_parasite/opportunistic_human_parasite","","dimorphic_yeast","","","","","","","","","OTU875"
"OTU876","Fungi","Basidiomycota","Agaricomycetes","Corticiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU876"
"OTU877","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU877"
"OTU880","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU880"
"OTU882","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","","","unspecified_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,soil,dung,animal_material","","non-aquatic","animal_parasite","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","","","","cleistothecium_(closed,_spherical)","OTU882"
"OTU883","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU883"
"OTU885","Fungi","Basidiomycota","Cystobasidiomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU885"
"OTU886","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","Exserohilum rostratum","","plant_pathogen","wood_saprotroph","","no_endophytic_capacity","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU886"
"OTU888","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU888"
"OTU889","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU889"
"OTU890","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU890"
"OTU891","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU891"
"OTU892","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Bovista","Bovista pusilla","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","","","","gasteroid","OTU892"
"OTU896","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Gnomoniopsis","Gnomoniopsis clavulata","","foliar_endophyte","litter_saprotroph","","foliar_endophyte","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU896"
"OTU897","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus","","","dung_saprotroph","foliar_endophyte","litter_saprotroph_some_species","foliar_endophyte","","leaf/fruit/seed,dung","","partly_aquatic","","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","","","","cleistothecium_(closed,_spherical)","OTU897"
"OTU898","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU898"
"OTU901","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta cipronana","","unspecified_saprotroph","foliar_endophyte","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,soil,dung,animal_material","","non-aquatic","animal_parasite","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","","","","cleistothecium_(closed,_spherical)","OTU901"
"OTU902","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Dothiora","","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU902"
"OTU903","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU903"
"OTU905","Fungi","Basidiomycota","Cystobasidiomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU905"
"OTU906","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU906"
"OTU907","Fungi","Ascomycota","Sordariomycetes","Microascales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU907"
"OTU910","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","","Robertozyma","Robertozyma ningxiaensis","","soil_saprotroph","","","","","soil","","","","","yeast","none","none","","","","","","none","OTU910"
"OTU911","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU911"
"OTU913","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU913"
"OTU914","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Agaricostilbaceae","Sterigmatomyces","Sterigmatomyces elviae","","unspecified_saprotroph","","","","","","","partly_aquatic","","","dimorphic_yeast","","","","","","","","","OTU914"
"OTU916","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum dolomiticum","","litter_saprotroph","","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","","","","gasteroid","OTU916"
"OTU917","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Phaeotremellaceae","Phaeotremella","","","mycoparasite","fungal_decomposer","","","","fungal_material","","non-aquatic","","","dimorphic_yeast","tremelloid","","","","","","","tremelloid","OTU917"
"OTU918","Fungi","Ascomycota","Dothideomycetes","Dothideales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU918"
"OTU921","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU921"
"OTU922","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU922"
"OTU923","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU923"
"OTU924","Fungi","Ascomycota","Sordariomycetes","Xylariales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU924"
"OTU926","Fungi","Basidiomycota","Microbotryomycetes","","Colacogloeaceae","Colacogloea","","","mycoparasite","fungal_decomposer","","no_endophytic_capacity","","fungal_material","","non-aquatic","","","dimorphic_yeast","none","none","","","","","","none","OTU926"
"OTU927","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Gomphillaceae","Corticifraga","Corticifraga peltigerae","","lichen_parasite","fungal_decomposer","","","","fungal_material,algal_material","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU927"
"OTU928","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella","Tremella dactylobasidia","","mycoparasite","","lichen_parasite_some_species","","","fungal_material","","non-aquatic","","","dimorphic_yeast","","","","","","","","","OTU928"
"OTU929","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU929"
"OTU930","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU930"
"OTU932","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU932"
"OTU933","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia margaritae","","wood_saprotroph","","","","","wood","white_rot","non-aquatic","","","filamentous_mycelium","corticioid","smooth","","","","","white_rot","corticioid","OTU933"
"OTU934","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU934"
"OTU936","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidiopsis","Exidiopsis calcea","","wood_saprotroph","","mycoparasite_some_species","","","wood","","non-aquatic","","","filamentous_mycelium","corticioid","smooth","","","","","","corticioid","OTU936"
"OTU939","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Petrophila","","","unspecified_saprotroph","rock-inhabiting","","","","soil","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU939"
"OTU941","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU941"
"OTU943","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","","","dung_saprotroph","","","","","dung","","partly_aquatic","","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","","","","cleistothecium_(closed,_spherical)","OTU943"
"OTU948","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU948"
"OTU950","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU950"
"OTU951","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Coprinus","Coprinus subdomesticus","","dung_saprotroph","litter_saprotroph","litter_saprotroph_some_species","","","leaf/fruit/seed,dung","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU951"
"OTU952","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU952"
"OTU953","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Myriangiaceae","Myriangium","","","animal_parasite","animal_decomposer","","","","animal_material","","non-aquatic","arthropod_parasite","scale_insects","filamentous_mycelium","","","","","","","","","OTU953"
"OTU954","Fungi","Ascomycota","Sordariomycetes","Hypocreales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU954"
"OTU956","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Meliniomyces","","","root_endophyte","soil_saprotroph","ectomycorrhizal_M._bicolor/ericoid_mycorrhizal_M._variabilis","root_endophyte","","soil","","non-aquatic","","","filamentous_mycelium","None","none","short-distance_delicate","/meliniomyces","","","","None","OTU956"
"OTU958","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Elsinoaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU958"
"OTU961","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Choanephoraceae","Choanephora","Choanephora infundibulifera","","litter_saprotroph","plant_pathogen","","","leaf/fruit/seed_pathogen","leaf/fruit/seed","mold","non-aquatic","","","filamentous_mycelium","none","none","","","","","mold","none","OTU961"
"OTU962","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Aphanoascus","","","soil_saprotroph","animal_decomposer","","","","soil,animal_material","keratinolytic","non-aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","","","keratinolytic","","OTU962"
"OTU963","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU963"
"OTU967","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU967"
"OTU968","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","","","plant_pathogen","wood_saprotroph","","root_endophyte","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,roots","","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU968"
"OTU969","Fungi","Ascomycota","Dothideomycetes","Capnodiales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU969"
"OTU970","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium aphidis","","litter_saprotroph","plant_pathogen","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,soil,dung,animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU970"
"OTU972","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU972"
"OTU973","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Keithomyces","Keithomyces carneus",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU973"
"OTU975","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU975"
"OTU976","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Geosmithia","","","unspecified_saprotroph","","hypervariable","","","leaf/fruit/seed,soil,dung,animal_material","","","arthropod-associated","","filamentous_mycelium","","","","","","","","","OTU976"
"OTU981","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum fuscogleba","","litter_saprotroph","","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","","","","gasteroid","OTU981"
"OTU983","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella fusca","","wood_saprotroph","litter_saprotroph","","","","wood,leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU983"
"OTU985","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU985"
"OTU986","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces minioluteus","","unspecified_saprotroph","","hyperviariable,_thermophile,_some_species_animal_parasite_some_species_various_saprotrophs","","","leaf/fruit/seed,soil,animal_material","mold","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","","","mold","","OTU986"
"OTU988","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidiopsis","Exidiopsis plumbescens","","wood_saprotroph","","mycoparasite_some_species","","","wood","","non-aquatic","","","filamentous_mycelium","corticioid","smooth","","","","","","corticioid","OTU988"
"OTU992","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","Pseudocoleophoma typhicola","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU992"
